#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
ASM15162v1	na	NW_004622469.1	BABH01049268.1	GPS_001653361.1
ASM15162v1	na	NW_004622470.1	BABH01049267.1	GPS_001653362.1
ASM15162v1	na	NW_004622471.1	BABH01049266.1	GPS_001653363.1
ASM15162v1	na	NW_004622472.1	BABH01049265.1	GPS_001653364.1
ASM15162v1	na	NW_004622473.1	BABH01049264.1	GPS_001653365.1
ASM15162v1	na	NW_004622474.1	BABH01049263.1	GPS_001653366.1
ASM15162v1	na	NW_004622475.1	BABH01049262.1	GPS_001653367.1
ASM15162v1	na	NW_004622476.1	BABH01049261.1	GPS_001653368.1
ASM15162v1	na	NW_004622477.1	BABH01049260.1	GPS_001653369.1
ASM15162v1	na	NW_004622478.1	BABH01049259.1	GPS_001653370.1
ASM15162v1	na	NW_004622479.1	BABH01049258.1	GPS_001653371.1
ASM15162v1	na	NW_004622480.1	BABH01049257.1	GPS_001653372.1
ASM15162v1	na	NW_004622481.1	BABH01049256.1	GPS_001653373.1
ASM15162v1	na	NW_004622482.1	BABH01049255.1	GPS_001653374.1
ASM15162v1	na	NW_004622483.1	BABH01049254.1	GPS_001653375.1
ASM15162v1	na	NW_004622484.1	BABH01049253.1	GPS_001653376.1
ASM15162v1	na	NW_004622485.1	BABH01049252.1	GPS_001653377.1
ASM15162v1	na	NW_004622486.1	BABH01049251.1	GPS_001653378.1
ASM15162v1	na	NW_004622487.1	BABH01049250.1	GPS_001653379.1
ASM15162v1	na	NW_004622488.1	BABH01049249.1	GPS_001653380.1
ASM15162v1	na	NW_004622489.1	BABH01049248.1	GPS_001653381.1
ASM15162v1	na	NW_004622490.1	BABH01049247.1	GPS_001653382.1
ASM15162v1	na	NW_004622491.1	BABH01049246.1	GPS_001653383.1
ASM15162v1	na	NW_004622492.1	BABH01049245.1	GPS_001653384.1
ASM15162v1	na	NW_004622493.1	BABH01049244.1	GPS_001653385.1
ASM15162v1	na	NW_004622494.1	BABH01049243.1	GPS_001653386.1
ASM15162v1	na	NW_004622495.1	BABH01049242.1	GPS_001653387.1
ASM15162v1	na	NW_004622496.1	BABH01049241.1	GPS_001653388.1
ASM15162v1	na	NW_004622497.1	BABH01049240.1	GPS_001653389.1
ASM15162v1	na	NW_004622498.1	BABH01049239.1	GPS_001653390.1
ASM15162v1	na	NW_004622499.1	BABH01049238.1	GPS_001653391.1
ASM15162v1	na	NW_004622500.1	BABH01049237.1	GPS_001653392.1
ASM15162v1	na	NW_004622501.1	BABH01049236.1	GPS_001653393.1
ASM15162v1	na	NW_004622502.1	BABH01049235.1	GPS_001653394.1
ASM15162v1	na	NW_004622503.1	BABH01049234.1	GPS_001653395.1
ASM15162v1	na	NW_004622504.1	BABH01049233.1	GPS_001653396.1
ASM15162v1	na	NW_004622505.1	BABH01049232.1	GPS_001653397.1
ASM15162v1	na	NW_004622506.1	BABH01049231.1	GPS_001653398.1
ASM15162v1	na	NW_004622507.1	BABH01049230.1	GPS_001653399.1
ASM15162v1	na	NW_004622508.1	BABH01049229.1	GPS_001653400.1
ASM15162v1	na	NW_004622509.1	BABH01049228.1	GPS_001653401.1
ASM15162v1	na	NW_004622510.1	BABH01049227.1	GPS_001653402.1
ASM15162v1	na	NW_004622511.1	BABH01049226.1	GPS_001653403.1
ASM15162v1	na	NW_004622512.1	BABH01049225.1	GPS_001653404.1
ASM15162v1	na	NW_004622513.1	BABH01049224.1	GPS_001653405.1
ASM15162v1	na	NW_004622514.1	BABH01049223.1	GPS_001653406.1
ASM15162v1	na	NW_004622515.1	BABH01049222.1	GPS_001653407.1
ASM15162v1	na	NW_004622516.1	BABH01049221.1	GPS_001653408.1
ASM15162v1	na	NW_004622517.1	BABH01049220.1	GPS_001653409.1
ASM15162v1	na	NW_004622518.1	BABH01049217.1	GPS_001653410.1
ASM15162v1	na	NW_004622519.1	BABH01049216.1	GPS_001653411.1
ASM15162v1	na	NW_004622520.1	BABH01049215.1	GPS_001653412.1
ASM15162v1	na	NW_004622521.1	BABH01049214.1	GPS_001653413.1
ASM15162v1	na	NW_004622522.1	BABH01049213.1	GPS_001653414.1
ASM15162v1	na	NW_004622523.1	BABH01049212.1	GPS_001653415.1
ASM15162v1	na	NW_004622524.1	BABH01049211.1	GPS_001653416.1
ASM15162v1	na	NW_004622525.1	BABH01049210.1	GPS_001653417.1
ASM15162v1	na	NW_004622526.1	BABH01049209.1	GPS_001653418.1
ASM15162v1	na	NW_004622527.1	BABH01049208.1	GPS_001653419.1
ASM15162v1	na	NW_004622528.1	BABH01049207.1	GPS_001653420.1
ASM15162v1	na	NW_004622529.1	BABH01049206.1	GPS_001653421.1
ASM15162v1	na	NW_004622530.1	BABH01049205.1	GPS_001653422.1
ASM15162v1	na	NW_004622531.1	BABH01049204.1	GPS_001653423.1
ASM15162v1	na	NW_004622532.1	BABH01049203.1	GPS_001653424.1
ASM15162v1	na	NW_004622533.1	BABH01049202.1	GPS_001653425.1
ASM15162v1	na	NW_004622534.1	BABH01049201.1	GPS_001653426.1
ASM15162v1	na	NW_004622535.1	BABH01049200.1	GPS_001653427.1
ASM15162v1	na	NW_004622536.1	BABH01049199.1	GPS_001653428.1
ASM15162v1	na	NW_004622537.1	BABH01049198.1	GPS_001653429.1
ASM15162v1	na	NW_004622538.1	BABH01049197.1	GPS_001653430.1
ASM15162v1	na	NW_004622539.1	BABH01049196.1	GPS_001653431.1
ASM15162v1	na	NW_004622540.1	BABH01049195.1	GPS_001653432.1
ASM15162v1	na	NW_004622541.1	BABH01049194.1	GPS_001653433.1
ASM15162v1	na	NW_004622542.1	BABH01049189.1	GPS_001653434.1
ASM15162v1	na	NW_004622543.1	BABH01049188.1	GPS_001653435.1
ASM15162v1	na	NW_004622544.1	BABH01049187.1	GPS_001653436.1
ASM15162v1	na	NW_004622545.1	BABH01049186.1	GPS_001653437.1
ASM15162v1	na	NW_004622546.1	BABH01049185.1	GPS_001653438.1
ASM15162v1	na	NW_004622547.1	BABH01049184.1	GPS_001653439.1
ASM15162v1	na	NW_004622548.1	BABH01049183.1	GPS_001653440.1
ASM15162v1	na	NW_004622549.1	BABH01049182.1	GPS_001653441.1
ASM15162v1	na	NW_004622550.1	BABH01049181.1	GPS_001653442.1
ASM15162v1	na	NW_004622551.1	BABH01049180.1	GPS_001653443.1
ASM15162v1	na	NW_004622552.1	BABH01049179.1	GPS_001653444.1
ASM15162v1	na	NW_004622553.1	BABH01049178.1	GPS_001653445.1
ASM15162v1	na	NW_004622554.1	BABH01049177.1	GPS_001653446.1
ASM15162v1	na	NW_004622555.1	BABH01049176.1	GPS_001653447.1
ASM15162v1	na	NW_004622556.1	BABH01049175.1	GPS_001653448.1
ASM15162v1	na	NW_004622557.1	BABH01049174.1	GPS_001653449.1
ASM15162v1	na	NW_004622558.1	BABH01049173.1	GPS_001653450.1
ASM15162v1	na	NW_004622559.1	BABH01049172.1	GPS_001653451.1
ASM15162v1	na	NW_004622560.1	BABH01049171.1	GPS_001653452.1
ASM15162v1	na	NW_004622561.1	BABH01049170.1	GPS_001653453.1
ASM15162v1	na	NW_004622562.1	BABH01049169.1	GPS_001653454.1
ASM15162v1	na	NW_004622563.1	BABH01049168.1	GPS_001653455.1
ASM15162v1	na	NW_004622564.1	BABH01049167.1	GPS_001653456.1
ASM15162v1	na	NW_004622565.1	BABH01049166.1	GPS_001653457.1
ASM15162v1	na	NW_004622566.1	BABH01049165.1	GPS_001653458.1
ASM15162v1	na	NW_004622567.1	BABH01049164.1	GPS_001653459.1
ASM15162v1	na	NW_004622568.1	BABH01049163.1	GPS_001653460.1
ASM15162v1	na	NW_004622569.1	BABH01049162.1	GPS_001653461.1
ASM15162v1	na	NW_004622570.1	BABH01049161.1	GPS_001653462.1
ASM15162v1	na	NW_004622571.1	BABH01049160.1	GPS_001653463.1
ASM15162v1	na	NW_004622572.1	BABH01049159.1	GPS_001653464.1
ASM15162v1	na	NW_004622573.1	BABH01049158.1	GPS_001653465.1
ASM15162v1	na	NW_004622574.1	BABH01049157.1	GPS_001653466.1
ASM15162v1	na	NW_004622575.1	BABH01049156.1	GPS_001653467.1
ASM15162v1	na	NW_004622576.1	BABH01049155.1	GPS_001653468.1
ASM15162v1	na	NW_004622577.1	BABH01049154.1	GPS_001653469.1
ASM15162v1	na	NW_004622578.1	BABH01049153.1	GPS_001653470.1
ASM15162v1	na	NW_004622579.1	BABH01049152.1	GPS_001653471.1
ASM15162v1	na	NW_004622580.1	BABH01049151.1	GPS_001653472.1
ASM15162v1	na	NW_004622581.1	BABH01049150.1	GPS_001653473.1
ASM15162v1	na	NW_004622582.1	BABH01049149.1	GPS_001653474.1
ASM15162v1	na	NW_004622583.1	BABH01049148.1	GPS_001653475.1
ASM15162v1	na	NW_004622584.1	BABH01049147.1	GPS_001653476.1
ASM15162v1	na	NW_004622585.1	BABH01049146.1	GPS_001653477.1
ASM15162v1	na	NW_004622586.1	BABH01049145.1	GPS_001653478.1
ASM15162v1	na	NW_004622587.1	BABH01049144.1	GPS_001653479.1
ASM15162v1	na	NW_004622588.1	BABH01049143.1	GPS_001653480.1
ASM15162v1	na	NW_004622589.1	BABH01049142.1	GPS_001653481.1
ASM15162v1	na	NW_004622590.1	BABH01049141.1	GPS_001653482.1
ASM15162v1	na	NW_004622591.1	BABH01049140.1	GPS_001653483.1
ASM15162v1	na	NW_004622592.1	BABH01049139.1	GPS_001653484.1
ASM15162v1	na	NW_004622593.1	BABH01049138.1	GPS_001653485.1
ASM15162v1	na	NW_004622594.1	BABH01049137.1	GPS_001653486.1
ASM15162v1	na	NW_004622595.1	BABH01049136.1	GPS_001653487.1
ASM15162v1	na	NW_004622596.1	BABH01049135.1	GPS_001653488.1
ASM15162v1	na	NW_004622597.1	BABH01049134.1	GPS_001653489.1
ASM15162v1	na	NW_004622598.1	BABH01049133.1	GPS_001653490.1
ASM15162v1	na	NW_004622599.1	BABH01049132.1	GPS_001653491.1
ASM15162v1	na	NW_004622600.1	BABH01049131.1	GPS_001653492.1
ASM15162v1	na	NW_004622601.1	BABH01049130.1	GPS_001653493.1
ASM15162v1	na	NW_004622602.1	BABH01049129.1	GPS_001653494.1
ASM15162v1	na	NW_004622603.1	BABH01049128.1	GPS_001653495.1
ASM15162v1	na	NW_004622604.1	BABH01049127.1	GPS_001653496.1
ASM15162v1	na	NW_004622605.1	BABH01049126.1	GPS_001653497.1
ASM15162v1	na	NW_004622606.1	BABH01049125.1	GPS_001653498.1
ASM15162v1	na	NW_004622607.1	BABH01049124.1	GPS_001653499.1
ASM15162v1	na	NW_004622608.1	BABH01049123.1	GPS_001653500.1
ASM15162v1	na	NW_004622609.1	BABH01049122.1	GPS_001653501.1
ASM15162v1	na	NW_004622610.1	BABH01049121.1	GPS_001653502.1
ASM15162v1	na	NW_004622611.1	BABH01049120.1	GPS_001653503.1
ASM15162v1	na	NW_004622612.1	BABH01049119.1	GPS_001653504.1
ASM15162v1	na	NW_004622613.1	BABH01049118.1	GPS_001653505.1
ASM15162v1	na	NW_004622614.1	BABH01049117.1	GPS_001653506.1
ASM15162v1	na	NW_004622615.1	BABH01049116.1	GPS_001653507.1
ASM15162v1	na	NW_004622616.1	BABH01049115.1	GPS_001653508.1
ASM15162v1	na	NW_004622617.1	BABH01049114.1	GPS_001653509.1
ASM15162v1	na	NW_004622618.1	BABH01049113.1	GPS_001653510.1
ASM15162v1	na	NW_004622619.1	BABH01049112.1	GPS_001653511.1
ASM15162v1	na	NW_004622620.1	BABH01049111.1	GPS_001653512.1
ASM15162v1	na	NW_004622621.1	BABH01049110.1	GPS_001653513.1
ASM15162v1	na	NW_004622622.1	BABH01049109.1	GPS_001653514.1
ASM15162v1	na	NW_004622623.1	BABH01049108.1	GPS_001653515.1
ASM15162v1	na	NW_004622624.1	BABH01049107.1	GPS_001653516.1
ASM15162v1	na	NW_004622625.1	BABH01049106.1	GPS_001653517.1
ASM15162v1	na	NW_004622626.1	BABH01049105.1	GPS_001653518.1
ASM15162v1	na	NW_004622627.1	BABH01049104.1	GPS_001653519.1
ASM15162v1	na	NW_004622628.1	BABH01049103.1	GPS_001653520.1
ASM15162v1	na	NW_004622629.1	BABH01049102.1	GPS_001653521.1
ASM15162v1	na	NW_004622630.1	BABH01049101.1	GPS_001653522.1
ASM15162v1	na	NW_004622631.1	BABH01049100.1	GPS_001653523.1
ASM15162v1	na	NW_004622632.1	BABH01049099.1	GPS_001653524.1
ASM15162v1	na	NW_004622633.1	BABH01049098.1	GPS_001653525.1
ASM15162v1	na	NW_004622634.1	BABH01049097.1	GPS_001653526.1
ASM15162v1	na	NW_004622635.1	BABH01049096.1	GPS_001653527.1
ASM15162v1	na	NW_004622636.1	BABH01049095.1	GPS_001653528.1
ASM15162v1	na	NW_004622637.1	BABH01049094.1	GPS_001653529.1
ASM15162v1	na	NW_004622638.1	BABH01049093.1	GPS_001653530.1
ASM15162v1	na	NW_004622639.1	BABH01049092.1	GPS_001653531.1
ASM15162v1	na	NW_004622640.1	BABH01049091.1	GPS_001653532.1
ASM15162v1	na	NW_004622641.1	BABH01049090.1	GPS_001653533.1
ASM15162v1	na	NW_004622642.1	BABH01049089.1	GPS_001653534.1
ASM15162v1	na	NW_004622643.1	BABH01049088.1	GPS_001653535.1
ASM15162v1	na	NW_004622644.1	BABH01049087.1	GPS_001653536.1
ASM15162v1	na	NW_004622645.1	BABH01049086.1	GPS_001653537.1
ASM15162v1	na	NW_004622646.1	BABH01049085.1	GPS_001653538.1
ASM15162v1	na	NW_004622647.1	BABH01049084.1	GPS_001653539.1
ASM15162v1	na	NW_004622648.1	BABH01049083.1	GPS_001653540.1
ASM15162v1	na	NW_004622649.1	BABH01049082.1	GPS_001653541.1
ASM15162v1	na	NW_004622650.1	BABH01049081.1	GPS_001653542.1
ASM15162v1	na	NW_004622651.1	BABH01049080.1	GPS_001653543.1
ASM15162v1	na	NW_004622652.1	BABH01049079.1	GPS_001653544.1
ASM15162v1	na	NW_004622653.1	BABH01049078.1	GPS_001653545.1
ASM15162v1	na	NW_004622654.1	BABH01049077.1	GPS_001653546.1
ASM15162v1	na	NW_004622655.1	BABH01049076.1	GPS_001653547.1
ASM15162v1	na	NW_004622656.1	BABH01049075.1	GPS_001653548.1
ASM15162v1	na	NW_004622657.1	BABH01049074.1	GPS_001653549.1
ASM15162v1	na	NW_004622658.1	BABH01049073.1	GPS_001653550.1
ASM15162v1	na	NW_004622659.1	BABH01049072.1	GPS_001653551.1
ASM15162v1	na	NW_004622660.1	BABH01049071.1	GPS_001653552.1
ASM15162v1	na	NW_004622661.1	BABH01049070.1	GPS_001653553.1
ASM15162v1	na	NW_004622662.1	BABH01049069.1	GPS_001653554.1
ASM15162v1	na	NW_004622663.1	BABH01049068.1	GPS_001653555.1
ASM15162v1	na	NW_004622664.1	BABH01049067.1	GPS_001653556.1
ASM15162v1	na	NW_004622665.1	BABH01049066.1	GPS_001653557.1
ASM15162v1	na	NW_004622666.1	BABH01049065.1	GPS_001653558.1
ASM15162v1	na	NW_004622667.1	BABH01049064.1	GPS_001653559.1
ASM15162v1	na	NW_004622668.1	BABH01049063.1	GPS_001653560.1
ASM15162v1	na	NW_004622669.1	BABH01049062.1	GPS_001653561.1
ASM15162v1	na	NW_004622670.1	BABH01049061.1	GPS_001653562.1
ASM15162v1	na	NW_004622671.1	BABH01049060.1	GPS_001653563.1
ASM15162v1	na	NW_004622672.1	BABH01049059.1	GPS_001653564.1
ASM15162v1	na	NW_004622673.1	BABH01049058.1	GPS_001653565.1
ASM15162v1	na	NW_004622674.1	BABH01049057.1	GPS_001653566.1
ASM15162v1	na	NW_004622675.1	BABH01049056.1	GPS_001653567.1
ASM15162v1	na	NW_004622676.1	BABH01049055.1	GPS_001653568.1
ASM15162v1	na	NW_004622677.1	BABH01049054.1	GPS_001653569.1
ASM15162v1	na	NW_004622678.1	BABH01049053.1	GPS_001653570.1
ASM15162v1	na	NW_004622679.1	BABH01049052.1	GPS_001653571.1
ASM15162v1	na	NW_004622680.1	BABH01049049.1	GPS_001653572.1
ASM15162v1	na	NW_004622681.1	BABH01049048.1	GPS_001653573.1
ASM15162v1	na	NW_004622682.1	BABH01049047.1	GPS_001653574.1
ASM15162v1	na	NW_004622683.1	BABH01049046.1	GPS_001653575.1
ASM15162v1	na	NW_004622684.1	BABH01049043.1	GPS_001653576.1
ASM15162v1	na	NW_004622685.1	BABH01049042.1	GPS_001653577.1
ASM15162v1	na	NW_004622686.1	BABH01049041.1	GPS_001653578.1
ASM15162v1	na	NW_004622687.1	BABH01049040.1	GPS_001653579.1
ASM15162v1	na	NW_004622688.1	BABH01049039.1	GPS_001653580.1
ASM15162v1	na	NW_004622689.1	BABH01049038.1	GPS_001653581.1
ASM15162v1	na	NW_004622690.1	BABH01049037.1	GPS_001653582.1
ASM15162v1	na	NW_004622691.1	BABH01049036.1	GPS_001653583.1
ASM15162v1	na	NW_004622692.1	BABH01049035.1	GPS_001653584.1
ASM15162v1	na	NW_004622693.1	BABH01049034.1	GPS_001653585.1
ASM15162v1	na	NW_004622694.1	BABH01049033.1	GPS_001653586.1
ASM15162v1	na	NW_004622695.1	BABH01049032.1	GPS_001653587.1
ASM15162v1	na	NW_004622696.1	BABH01049031.1	GPS_001653588.1
ASM15162v1	na	NW_004622697.1	BABH01049030.1	GPS_001653589.1
ASM15162v1	na	NW_004622698.1	BABH01049029.1	GPS_001653590.1
ASM15162v1	na	NW_004622699.1	BABH01049028.1	GPS_001653591.1
ASM15162v1	na	NW_004622700.1	BABH01049027.1	GPS_001653592.1
ASM15162v1	na	NW_004622701.1	BABH01049026.1	GPS_001653593.1
ASM15162v1	na	NW_004622702.1	BABH01049025.1	GPS_001653594.1
ASM15162v1	na	NW_004622703.1	BABH01049024.1	GPS_001653595.1
ASM15162v1	na	NW_004622704.1	BABH01049023.1	GPS_001653596.1
ASM15162v1	na	NW_004622705.1	BABH01049022.1	GPS_001653597.1
ASM15162v1	na	NW_004622706.1	BABH01049021.1	GPS_001653598.1
ASM15162v1	na	NW_004622707.1	BABH01049020.1	GPS_001653599.1
ASM15162v1	na	NW_004622708.1	BABH01049019.1	GPS_001653600.1
ASM15162v1	na	NW_004622709.1	BABH01049018.1	GPS_001653601.1
ASM15162v1	na	NW_004622710.1	BABH01049017.1	GPS_001653602.1
ASM15162v1	na	NW_004622711.1	BABH01049014.1	GPS_001653603.1
ASM15162v1	na	NW_004622712.1	BABH01049013.1	GPS_001653604.1
ASM15162v1	na	NW_004622713.1	BABH01049012.1	GPS_001653605.1
ASM15162v1	na	NW_004622714.1	BABH01049011.1	GPS_001653606.1
ASM15162v1	na	NW_004622715.1	BABH01049010.1	GPS_001653607.1
ASM15162v1	na	NW_004622716.1	BABH01049009.1	GPS_001653608.1
ASM15162v1	na	NW_004622717.1	BABH01049008.1	GPS_001653609.1
ASM15162v1	na	NW_004622718.1	BABH01049007.1	GPS_001653610.1
ASM15162v1	na	NW_004622719.1	BABH01049006.1	GPS_001653611.1
ASM15162v1	na	NW_004622720.1	BABH01049005.1	GPS_001653612.1
ASM15162v1	na	NW_004622721.1	BABH01049004.1	GPS_001653613.1
ASM15162v1	na	NW_004622722.1	BABH01049003.1	GPS_001653614.1
ASM15162v1	na	NW_004622723.1	BABH01049002.1	GPS_001653615.1
ASM15162v1	na	NW_004622724.1	BABH01049001.1	GPS_001653616.1
ASM15162v1	na	NW_004622725.1	BABH01049000.1	GPS_001653617.1
ASM15162v1	na	NW_004622726.1	BABH01048999.1	GPS_001653618.1
ASM15162v1	na	NW_004622727.1	BABH01048998.1	GPS_001653619.1
ASM15162v1	na	NW_004622728.1	BABH01048997.1	GPS_001653620.1
ASM15162v1	na	NW_004622729.1	BABH01048996.1	GPS_001653621.1
ASM15162v1	na	NW_004622730.1	BABH01048995.1	GPS_001653622.1
ASM15162v1	na	NW_004622731.1	BABH01048994.1	GPS_001653623.1
ASM15162v1	na	NW_004622732.1	BABH01048993.1	GPS_001653624.1
ASM15162v1	na	NW_004622733.1	BABH01048992.1	GPS_001653625.1
ASM15162v1	na	NW_004622734.1	BABH01048991.1	GPS_001653626.1
ASM15162v1	na	NW_004622735.1	BABH01048990.1	GPS_001653627.1
ASM15162v1	na	NW_004622736.1	BABH01048989.1	GPS_001653628.1
ASM15162v1	na	NW_004622737.1	BABH01048988.1	GPS_001653629.1
ASM15162v1	na	NW_004622738.1	BABH01048987.1	GPS_001653630.1
ASM15162v1	na	NW_004622739.1	BABH01048986.1	GPS_001653631.1
ASM15162v1	na	NW_004622740.1	BABH01048985.1	GPS_001653632.1
ASM15162v1	na	NW_004622741.1	BABH01048984.1	GPS_001653633.1
ASM15162v1	na	NW_004622742.1	BABH01048983.1	GPS_001653634.1
ASM15162v1	na	NW_004622743.1	BABH01048982.1	GPS_001653635.1
ASM15162v1	na	NW_004622744.1	BABH01048981.1	GPS_001653636.1
ASM15162v1	na	NW_004622745.1	BABH01048980.1	GPS_001653637.1
ASM15162v1	na	NW_004622746.1	BABH01048979.1	GPS_001653638.1
ASM15162v1	na	NW_004622747.1	BABH01048978.1	GPS_001653639.1
ASM15162v1	na	NW_004622748.1	BABH01048977.1	GPS_001653640.1
ASM15162v1	na	NW_004622749.1	BABH01048976.1	GPS_001653641.1
ASM15162v1	na	NW_004622750.1	BABH01048975.1	GPS_001653642.1
ASM15162v1	na	NW_004622751.1	BABH01048974.1	GPS_001653643.1
ASM15162v1	na	NW_004622752.1	BABH01048973.1	GPS_001653644.1
ASM15162v1	na	NW_004622753.1	BABH01048972.1	GPS_001653645.1
ASM15162v1	na	NW_004622754.1	BABH01048971.1	GPS_001653646.1
ASM15162v1	na	NW_004622755.1	BABH01048970.1	GPS_001653647.1
ASM15162v1	na	NW_004622756.1	BABH01048969.1	GPS_001653648.1
ASM15162v1	na	NW_004622757.1	BABH01048968.1	GPS_001653649.1
ASM15162v1	na	NW_004622758.1	BABH01048967.1	GPS_001653650.1
ASM15162v1	na	NW_004622759.1	BABH01048966.1	GPS_001653651.1
ASM15162v1	na	NW_004622760.1	BABH01048965.1	GPS_001653652.1
ASM15162v1	na	NW_004622761.1	BABH01048964.1	GPS_001653653.1
ASM15162v1	na	NW_004622762.1	BABH01048963.1	GPS_001653654.1
ASM15162v1	na	NW_004622763.1	BABH01048962.1	GPS_001653655.1
ASM15162v1	na	NW_004622764.1	BABH01048961.1	GPS_001653656.1
ASM15162v1	na	NW_004622765.1	BABH01048960.1	GPS_001653657.1
ASM15162v1	na	NW_004622766.1	BABH01048959.1	GPS_001653658.1
ASM15162v1	na	NW_004622767.1	BABH01048958.1	GPS_001653659.1
ASM15162v1	na	NW_004622768.1	BABH01048957.1	GPS_001653660.1
ASM15162v1	na	NW_004622769.1	BABH01048956.1	GPS_001653661.1
ASM15162v1	na	NW_004622770.1	BABH01048955.1	GPS_001653662.1
ASM15162v1	na	NW_004622771.1	BABH01048954.1	GPS_001653663.1
ASM15162v1	na	NW_004622772.1	BABH01048953.1	GPS_001653664.1
ASM15162v1	na	NW_004622773.1	BABH01048952.1	GPS_001653665.1
ASM15162v1	na	NW_004622774.1	BABH01048951.1	GPS_001653666.1
ASM15162v1	na	NW_004622775.1	BABH01048950.1	GPS_001653667.1
ASM15162v1	na	NW_004622776.1	BABH01048949.1	GPS_001653668.1
ASM15162v1	na	NW_004622777.1	BABH01048948.1	GPS_001653669.1
ASM15162v1	na	NW_004622778.1	BABH01048947.1	GPS_001653670.1
ASM15162v1	na	NW_004622779.1	BABH01048946.1	GPS_001653671.1
ASM15162v1	na	NW_004622780.1	BABH01048945.1	GPS_001653672.1
ASM15162v1	na	NW_004622781.1	BABH01048944.1	GPS_001653673.1
ASM15162v1	na	NW_004622782.1	BABH01048943.1	GPS_001653674.1
ASM15162v1	na	NW_004622783.1	BABH01048942.1	GPS_001653675.1
ASM15162v1	na	NW_004622784.1	BABH01048941.1	GPS_001653676.1
ASM15162v1	na	NW_004622785.1	BABH01048940.1	GPS_001653677.1
ASM15162v1	na	NW_004622786.1	BABH01048939.1	GPS_001653678.1
ASM15162v1	na	NW_004622787.1	BABH01048938.1	GPS_001653679.1
ASM15162v1	na	NW_004622788.1	BABH01048937.1	GPS_001653680.1
ASM15162v1	na	NW_004622789.1	BABH01048936.1	GPS_001653681.1
ASM15162v1	na	NW_004622790.1	BABH01048935.1	GPS_001653682.1
ASM15162v1	na	NW_004622791.1	BABH01048934.1	GPS_001653683.1
ASM15162v1	na	NW_004622792.1	BABH01048933.1	GPS_001653684.1
ASM15162v1	na	NW_004622793.1	BABH01048932.1	GPS_001653685.1
ASM15162v1	na	NW_004622794.1	BABH01048931.1	GPS_001653686.1
ASM15162v1	na	NW_004622795.1	BABH01048926.1	GPS_001653687.1
ASM15162v1	na	NW_004622796.1	BABH01048925.1	GPS_001653688.1
ASM15162v1	na	NW_004622797.1	BABH01048924.1	GPS_001653689.1
ASM15162v1	na	NW_004622798.1	BABH01048923.1	GPS_001653690.1
ASM15162v1	na	NW_004622799.1	BABH01048922.1	GPS_001653691.1
ASM15162v1	na	NW_004622800.1	BABH01048921.1	GPS_001653692.1
ASM15162v1	na	NW_004622801.1	BABH01048920.1	GPS_001653693.1
ASM15162v1	na	NW_004622802.1	BABH01048919.1	GPS_001653694.1
ASM15162v1	na	NW_004622803.1	BABH01048918.1	GPS_001653695.1
ASM15162v1	na	NW_004622804.1	BABH01048917.1	GPS_001653696.1
ASM15162v1	na	NW_004622805.1	BABH01048916.1	GPS_001653697.1
ASM15162v1	na	NW_004622806.1	BABH01048915.1	GPS_001653698.1
ASM15162v1	na	NW_004622807.1	BABH01048914.1	GPS_001653699.1
ASM15162v1	na	NW_004622808.1	BABH01048913.1	GPS_001653700.1
ASM15162v1	na	NW_004622809.1	BABH01048912.1	GPS_001653701.1
ASM15162v1	na	NW_004622810.1	BABH01048911.1	GPS_001653702.1
ASM15162v1	na	NW_004622811.1	BABH01048910.1	GPS_001653703.1
ASM15162v1	na	NW_004622812.1	BABH01048909.1	GPS_001653704.1
ASM15162v1	na	NW_004622813.1	BABH01048908.1	GPS_001653705.1
ASM15162v1	na	NW_004622814.1	BABH01048907.1	GPS_001653706.1
ASM15162v1	na	NW_004622815.1	BABH01048906.1	GPS_001653707.1
ASM15162v1	na	NW_004622816.1	BABH01048905.1	GPS_001653708.1
ASM15162v1	na	NW_004622817.1	BABH01048904.1	GPS_001653709.1
ASM15162v1	na	NW_004622818.1	BABH01048903.1	GPS_001653710.1
ASM15162v1	na	NW_004622819.1	BABH01048902.1	GPS_001653711.1
ASM15162v1	na	NW_004622820.1	BABH01048901.1	GPS_001653712.1
ASM15162v1	na	NW_004622821.1	BABH01048900.1	GPS_001653713.1
ASM15162v1	na	NW_004622822.1	BABH01048899.1	GPS_001653714.1
ASM15162v1	na	NW_004622823.1	BABH01048898.1	GPS_001653715.1
ASM15162v1	na	NW_004622824.1	BABH01048897.1	GPS_001653716.1
ASM15162v1	na	NW_004622825.1	BABH01048896.1	GPS_001653717.1
ASM15162v1	na	NW_004622826.1	BABH01048895.1	GPS_001653718.1
ASM15162v1	na	NW_004622827.1	BABH01048894.1	GPS_001653719.1
ASM15162v1	na	NW_004622828.1	BABH01048893.1	GPS_001653720.1
ASM15162v1	na	NW_004622829.1	BABH01048892.1	GPS_001653721.1
ASM15162v1	na	NW_004622830.1	BABH01048891.1	GPS_001653722.1
ASM15162v1	na	NW_004622831.1	BABH01048890.1	GPS_001653723.1
ASM15162v1	na	NW_004622832.1	BABH01048889.1	GPS_001653724.1
ASM15162v1	na	NW_004622833.1	BABH01048888.1	GPS_001653725.1
ASM15162v1	na	NW_004622834.1	BABH01048887.1	GPS_001653726.1
ASM15162v1	na	NW_004622835.1	BABH01048886.1	GPS_001653727.1
